# f_hz  Omega_gw
2.414426737422366438e-17 6.272680040967860442e-23
2.553751998501205663e-17 6.245875026879589317e-23
2.701117067984176024e-17 6.219156168809924972e-23
2.856985885566596049e-17 6.192523283016407388e-23
3.021849162731129727e-17 6.165976193774323758e-23
3.196225927622271336e-17 6.139514719403649462e-23
3.380665159068305426e-17 6.113138664950451975e-23
3.575747514895004687e-17 6.086847840268583599e-23
3.782087159972256288e-17 6.060642068838810194e-23
4.000333699748659289e-17 6.034521174596711667e-23
4.231174225361369722e-17 6.008484975506582316e-23
4.475335476759661599e-17 5.982533279237193837e-23
4.733586130652190410e-17 5.956665901284372924e-23
5.006739220481031429e-17 5.930882666323655544e-23
5.295654696041040872e-17 5.905183391411127901e-23
5.601242130802881023e-17 5.879567891608043480e-23
5.924463585462984711e-17 5.854035979831463555e-23
6.266336636735579427e-17 5.828587481283080067e-23
6.627937580922089078e-17 5.803222206471701381e-23
7.010404822343578302e-17 5.777939964049344971e-23
7.414942457303719423e-17 5.752740577428941269e-23
7.842824064865493907e-17 5.727623870702791790e-23
8.295396716375878493e-17 5.702589660288715168e-23
8.774085216361386249e-17 5.677637760916368509e-23
9.280396588145902559e-17 5.652767990217696243e-23
9.815924818312453006e-17 5.627980171044431344e-23
1.038235587494567007e-16 5.603274120144325497e-23
1.098147301545354748e-16 5.578649652167206811e-23
1.161516240067867750e-16 5.554106582980266505e-23
1.228541903297365855e-16 5.529644742982587193e-23
1.299435303693493377e-16 5.505263956689923423e-23
1.374419630256840759e-16 5.480964043306614941e-23
1.453730951180107007e-16 5.456744816139593356e-23
1.537618957045959289e-16 5.432606102401018581e-23
1.626347746911379259e-16 5.408547724008379469e-23
1.720196659753240006e-16 5.384569500180298024e-23
1.819461153892720543e-16 5.360671248222124027e-23
1.924453737167184229e-16 5.336852786962895969e-23
2.035504950777922943e-16 5.313113941173181483e-23
2.152964409911138396e-16 5.289454535819376157e-23
2.277201904408302609e-16 5.265874393180376345e-23
2.408608562951040361e-16 5.242373332660982374e-23
2.547598084425668113e-16 5.218951176726414093e-23
2.694608040344024978e-16 5.195607751124743799e-23
2.850101252420890344e-16 5.172342873463056565e-23
3.014567249644976795e-16 5.149156360005888327e-23
3.188523809430634509e-16 5.126048032939580539e-23
3.372518587702221220e-16 5.103017717370912792e-23
3.567130843043002336e-16 5.080065240102868932e-23
3.772973260336617259e-16 5.057190421256715442e-23
3.990693879642334074e-16 5.034393082234763145e-23
4.220978136376701463e-16 5.011673048102941437e-23
4.464551019224494465e-16 4.989030150622300654e-23
4.722179352572609387e-16 4.966464213276641196e-23
4.994674210652538834e-16 4.943975058322815371e-23
