# k  Ps  Pt
5.944500925601950030e+02 1.400615842171278121e-09 8.276351517450000281e-12
6.287531270497171363e+02 1.397038953034719537e-09 8.275991501504138094e-12
6.650356349885925056e+02 1.393466618267652378e-09 8.275630688132708695e-12
7.034118428642181016e+02 1.389898965986427531e-09 8.275269844256850325e-12
7.440025686595314482e+02 1.386335777636527246e-09 8.274907668141777079e-12
7.869356022185036181e+02 1.382777076558937209e-09 8.274544243215801092e-12
8.323461075608013289e+02 1.379223009873308901e-09 8.274180512506735466e-12
8.803770484122157995e+02 1.375673363543402423e-09 8.273815129555439126e-12
9.311796382905406517e+02 1.372128357620792637e-09 8.273449469266783055e-12
9.849138165638606779e+02 1.368587766190437803e-09 8.273082116616840076e-12
1.041748751980032011e+03 1.365051838456525317e-09 8.272714607977829879e-12
1.101863375252580227e+03 1.361520317360912151e-09 8.272345348735120611e-12
1.165446942379711345e+03 1.357993364604797277e-09 8.271975340249387800e-12
1.232699630469941667e+03 1.354471036045157321e-09 8.271604924866186603e-12
1.303833167950129109e+03 1.350953168997192431e-09 8.271233091919634749e-12
1.379071501139967722e+03 1.347439831854615364e-09 8.270860255730847741e-12
1.458651499291504706e+03 1.343931047776248643e-09 8.270486562345474207e-12
1.542823700313279915e+03 1.340426819588817608e-09 8.270112013330572274e-12
1.631853099526868846e+03 1.336927195232471945e-09 8.269736916525085595e-12
1.726019983939012036e+03 1.333432012771382073e-09 8.269360257636993432e-12
1.825620814655795357e+03 1.329941373180858900e-09 8.268982645157742943e-12
1.930969160217009403e+03 1.326455342326782871e-09 8.268604523651035547e-12
2.042396683789007511e+03 1.322973707411397847e-09 8.268224500848028407e-12
2.160254187324012491e+03 1.319496748318409686e-09 8.267844359928293994e-12
2.284912715973171089e+03 1.316024254924661633e-09 8.267462789799530183e-12
2.416764726230261658e+03 1.312556365794870631e-09 8.267080642351158539e-12
2.556225321483746484e+03 1.309092940935372054e-09 8.266697022641321751e-12
2.703733558866967087e+03 1.305634045005075472e-09 8.266312351937290808e-12
2.859753831520722542e+03 1.302179774804644419e-09 8.265927237246229349e-12
3.024777330620042903e+03 1.298729951006682431e-09 8.265540508377637002e-12
3.199323591767907146e+03 1.295284757283494000e-09 8.265153366846734860e-12
3.383942130624369383e+03 1.291844036753422350e-09 8.264764791647451635e-12
3.579214172920502278e+03 1.288407811492129667e-09 8.264374904502075337e-12
3.785754484303573463e+03 1.284976215959675338e-09 8.263984576155556279e-12
4.004213305774399032e+03 1.281549115884781616e-09 8.263592946257854718e-12
4.235278400810066159e+03 1.278126567177503654e-09 8.263200363460731080e-12
4.479677220616800696e+03 1.274708571848186057e-09 8.262806852218343920e-12
4.738179194329889469e+03 1.271295167035922492e-09 8.262412611475790887e-12
5.011598151370730193e+03 1.267886182490447466e-09 8.262016578124854913e-12
5.300794883587036566e+03 1.264481729665901352e-09 8.261619402507483469e-12
5.606679855242833582e+03 1.261081903909591553e-09 8.261221793542554813e-12
5.930216069389583936e+03 1.257686559198993456e-09 8.260822710648324175e-12
6.272422099642632020e+03 1.254295753353385024e-09 8.260422558312781367e-12
6.634375296908056043e+03 1.250909481599695686e-09 8.260021321646224615e-12
7.017215181154884704e+03 1.247527855995127840e-09 8.259619714050287257e-12
7.422147028911590496e+03 1.244150635947052034e-09 8.259216125040946859e-12
7.850445667780565600e+03 1.240777965171182404e-09 8.258811533639725901e-12
8.303459489916889652e+03 1.237409878620298983e-09 8.258406147735253745e-12
8.782614697107199390e+03 1.234046314555937929e-09 8.257999560940493835e-12
9.289419790812409701e+03 1.230687418705152253e-09 8.257592751405026581e-12
9.825470321311078806e+03 1.227332912304648309e-09 8.257183803957964248e-12
1.039245391089407167e+04 1.223982906301840797e-09 8.256773498023496524e-12
1.099215556692511200e+04 1.220637546356414448e-09 8.256362793822535791e-12
1.162646330149448295e+04 1.217296763142825759e-09 8.255951248554512876e-12
1.229737407535723105e+04 1.213960366911663288e-09 8.255537504513420490e-12
1.300700008486921070e+04 1.210628680617595688e-09 8.255123823085777496e-12
1.375757541171431149e+04 1.207301357060159175e-09 8.254707784534290536e-12
1.455146305635702265e+04 1.203978734467777170e-09 8.254291719738526011e-12
1.539116237736378389e+04 1.200660606147089793e-09 8.253874217368795442e-12
1.627931696001464297e+04 1.197346928957798522e-09 8.253454920404800612e-12
1.721872293897607233e+04 1.194037876583974037e-09 8.253035069563317180e-12
1.821233780123869292e+04 1.190733347592227696e-09 8.252613952653468349e-12
1.926328969703215989e+04 1.187433332476911953e-09 8.252191501620958009e-12
2.037488728803095728e+04 1.184137920177867040e-09 8.251768316015578917e-12
2.155063016385649098e+04 1.180847012922286860e-09 8.251343706880686218e-12
2.279421985966735883e+04 1.177560640519874922e-09 8.250917866437935603e-12
2.410957150952636221e+04 1.174278782056528318e-09 8.250490676301273347e-12
2.550082617222988483e+04 1.171001507977647932e-09 8.250062608953255502e-12
2.697236386840527484e+04 1.167728791996657709e-09 8.249633463865092204e-12
2.852881736992124934e+04 1.164460591957098442e-09 8.249202953520732027e-12
3.017508678502210387e+04 1.161196974736343572e-09 8.248771550283877124e-12
3.191635498510414982e+04 1.157937816751670671e-09 8.248338339111375117e-12
3.375810392170298292e+04 1.154683225100034655e-09 8.247904116455119242e-12
3.570613188505943253e+04 1.151433196155327803e-09 8.247468818663908714e-12
3.776657175859943527e+04 1.148187717296757752e-09 8.247032354598253397e-12
3.994591032679910131e+04 1.144946775764398500e-09 8.246594660856996927e-12
4.225100869721737399e+04 1.141710361531043620e-09 8.246155599749730567e-12
4.468912390099443292e+04 1.138478497058685659e-09 8.245715376761196654e-12
4.726793173981592554e+04 1.135251171791301207e-09 8.245273894966001232e-12
4.999555095127232198e+04 1.132028410060309964e-09 8.244831335213103780e-12
5.288056876869414555e+04 1.128810158337683202e-09 8.244387261012995232e-12
5.593206795592710114e+04 1.125596463907011712e-09 8.243942054958459543e-12
5.915965540216524823e+04 1.122387312585001142e-09 8.243495592267860206e-12
6.257349236686097720e+04 1.119182704493068162e-09 8.243047867743462439e-12
6.618432646993220260e+04 1.115982609510421317e-09 8.242598656186808196e-12
7.000352552798246325e+04 1.112787117046782854e-09 8.242148600637996948e-12
7.404311334305450146e+04 1.109596185026123644e-09 8.241697422995110124e-12
7.831580755659120041e+04 1.106409670033854524e-09 8.241243971771176819e-12
8.283505968778063834e+04 1.103227836333451023e-09 8.240790289742882290e-12
8.761509748233095161e+04 1.100050522834046904e-09 8.240335118187381690e-12
9.267096970500165480e+04 1.096877626227597973e-09 8.239877694985371936e-12
9.801859351691375196e+04 1.093709398661862846e-09 8.239419904371193929e-12
1.036748045867850888e+05 1.090545668681830895e-09 8.238960454470765527e-12
1.096574100938650517e+05 1.087386499559479822e-09 8.238499809245462703e-12
1.159852447894257202e+05 1.084231871502018487e-09 8.238037816550325264e-12
